text;label
Có chính sách miễn giảm cho sinh viên con thương binh không?;__label__Academic
Mình muốn hỏi về chuyển trường của khoa Công nghệ thông tin.;__label__Academic
Nếu bị mất giấy báo dự thi thì sao?;__label__Academic
Mình muốn hỏi về chính sách hỗ trợ sinh viên khó khăn của khoa Quản trị kinh doanh.;__label__Academic
Mình muốn hỏi về thang điểm 4 và thang điểm 10 của khoa Luật.;__label__Academic
Thầy/cô cho em xin quy định về miễn giảm học phí, áp dụng từ học kỳ này được không ạ?;__label__Academic
Mình muốn hỏi về đổi lớp thực hành của khoa Cơ khí.;__label__Academic
Điểm bảo lưu có tính vào GPA không?;__label__Academic
Em cần điều kiện cụ thể để đi thực tập trong ngành Ngôn ngữ Anh.;__label__Academic
Mình muốn hỏi về chuyển trường của khoa Điện tử viễn thông.;__label__Academic
Mình muốn hỏi về điều kiện xét học bổng của khoa Ngôn ngữ Anh.;__label__Academic
Mình muốn hỏi về miễn giảm học phần của khoa Cơ khí.;__label__Academic
Mức học phí theo tín chỉ cho ngành Ngôn ngữ Anh là bao nhiêu ạ?;__label__Academic
Mức học phí theo tín chỉ cho ngành Công nghệ thông tin là bao nhiêu ạ?;__label__Academic
Mình muốn hỏi về đổi lớp thực hành của khoa Kinh tế.;__label__Academic
Mình muốn hỏi về lịch thi tập trung của khoa Sinh học.;__label__Academic
Mình muốn hỏi về miễn giảm học phí của khoa Quản trị kinh doanh.;__label__Academic
Có được thi bù khi bị bệnh không?;__label__Academic
Mình muốn hỏi về quy định bảo lưu kết quả của khoa Sinh học.;__label__Academic
Em cần điều kiện cụ thể để xét tốt nghiệp trong ngành Luật.;__label__Academic
Có phụ phí khi học môn tiếng Anh không?;__label__Academic
Bao lâu thì công bố điểm phúc khảo?;__label__Academic
Có cần học đầy đủ tín chỉ kỹ năng mềm không?;__label__Academic
Mình muốn hỏi về điểm trung bình tích lũy (GPA) của khoa Ngôn ngữ Anh.;__label__Academic
Nếu quên thẻ sinh viên có được thi không?;__label__Academic
Điểm giữa kỳ có bắt buộc không?;__label__Academic
Mình muốn hỏi về điều kiện xét học bổng của khoa Cơ khí.;__label__Academic
Mình muốn hỏi về đăng ký học phần của khoa Công nghệ thông tin.;__label__Academic
Thầy/cô cho em xin quy định về quy định cảnh báo học vụ, áp dụng từ học kỳ này được không ạ?;__label__Academic
Thầy/cô cho em xin quy định về thực tập tốt nghiệp, áp dụng từ học kỳ này được không ạ?;__label__Academic
Thầy/cô cho em xin quy định về đổi lớp thực hành, áp dụng từ học kỳ này được không ạ?;__label__Academic
Mình muốn hỏi về bảo hiểm y tế sinh viên của khoa Nông nghiệp.;__label__Academic
Em muốn xin xác nhận sinh viên để đăng ký KTX, quy trình như thế nào ạ?;__label__Academic
Có thể thi lại để nâng điểm không?;__label__Academic
Mình muốn hỏi về chuẩn đầu ra của khoa Công nghệ thông tin.;__label__Academic
Mình muốn hỏi về điều kiện xét học bổng của khoa Sinh học.;__label__Academic
Mức học phí theo tín chỉ cho ngành Khoa học dữ liệu là bao nhiêu ạ?;__label__Academic
Mình muốn hỏi về thang điểm 4 và thang điểm 10 của khoa Sinh học.;__label__Academic
Mình muốn hỏi về công nhận mở lớp học phần của khoa Quản trị kinh doanh.;__label__Academic
Có thể hủy kết quả phúc khảo không?;__label__Academic
Sinh viên có thể hoãn học một tín chỉ không?;__label__Academic
Mình muốn hỏi về bảo hiểm y tế sinh viên của khoa Luật.;__label__Academic
Mình muốn hỏi về thời gian tối đa hoàn thành chương trình của khoa Điện tử viễn thông.;__label__Academic
Mình muốn hỏi về học lại và cải thiện điểm của khoa Cơ khí.;__label__Academic
Mình muốn hỏi về đăng ký song ngành của khoa Sinh học.;__label__Academic
Có được mang máy tính vào phòng thi không?;__label__Academic
Mình muốn hỏi về hạn rút học phần của khoa Điện tử viễn thông.;__label__Academic
Mình muốn hỏi về chuẩn đầu ra của khoa Nông nghiệp.;__label__Academic
Mình muốn hỏi về lịch thi tập trung của khoa Nông nghiệp.;__label__Academic
Có được học trực tuyến để lấy tín chỉ không?;__label__Academic
Mình muốn hỏi về công nhận mở lớp học phần của khoa Sinh học.;__label__Academic
Nếu vi phạm lần đầu thì có bị đình chỉ học không?;__label__Academic
Em cần điều kiện cụ thể để xét tốt nghiệp trong ngành Công nghệ thông tin.;__label__Academic
Cách tính CPA theo thang điểm 4 như thế nào ạ?;__label__Academic
Mình muốn hỏi về học lại và cải thiện điểm của khoa Ngôn ngữ Anh.;__label__Academic
Mình muốn hỏi về cấp bảng điểm tiếng Anh của khoa Ngôn ngữ Anh.;__label__Academic
Mình muốn hỏi về đổi lớp thực hành của khoa Nông nghiệp.;__label__Academic
Có miễn học phí cho sinh viên sư phạm không?;__label__Academic
Nếu bỏ môn thì tín chỉ có được trả lại không?;__label__Academic
Mình muốn hỏi về đăng ký học phần của khoa Ngôn ngữ Anh.;__label__Academic
Bao lâu thì hoàn tiền học phí khi xin thôi học?;__label__Academic
Có giảm học phí cho sinh viên vùng sâu vùng xa không?;__label__Academic
Mình muốn hỏi về đánh giá rèn luyện của khoa Ngôn ngữ Anh.;__label__Academic
Mình muốn hỏi về điều kiện xét học bổng của khoa Kinh tế.;__label__Academic
Mình muốn hỏi về đăng ký tín chỉ phụ của khoa Quản trị kinh doanh.;__label__Academic
Xin bảo lưu học tập cần điều kiện gì?;__label__Academic
Mình muốn hỏi về miễn giảm học phí của khoa Điện tử viễn thông.;__label__Academic
Mình muốn hỏi về quy định bảo lưu kết quả của khoa Cơ khí.;__label__Academic
Mình muốn hỏi về miễn giảm học phí của khoa Khoa học dữ liệu.;__label__Academic
Học phí ngành Luật có cao không?;__label__Academic
Mình muốn hỏi về đăng ký tín chỉ phụ của khoa Ngôn ngữ Anh.;__label__Academic
Có bao nhiêu tín chỉ thể chất?;__label__Academic
Mình muốn hỏi về chuẩn đầu ra của khoa Quản trị kinh doanh.;__label__Academic
Học phí có bao gồm phí thi lại không?;__label__Academic
Mình muốn hỏi về hạn rút học phần của khoa Khoa học dữ liệu.;__label__Academic
Một tín chỉ gồm bao nhiêu tiết học?;__label__Academic
Điểm quá trình chiếm bao nhiêu phần trăm?;__label__Academic
Cho em hỏi lịch thi cuối kỳ đã có chưa ạ?;__label__Academic
Em muốn đăng ký học lại môn này thì phải làm sao?;__label__Academic
Thủ tục xin bảo lưu kết quả học tập như thế nào ạ?;__label__Academic
Học phí của trường mình năm nay có tăng không?;__label__Academic
Em có thể nộp học phí muộn được không?;__label__Academic
Khi nào thì trường mình bắt đầu cho đăng ký tín chỉ?;__label__Academic
Làm thế nào để xem thời khóa biểu cá nhân ạ?;__label__Academic
Phòng đào tạo của trường mình ở đâu vậy ạ?;__label__Academic
Em muốn xin bảng điểm thì cần những giấy tờ gì?;__label__Academic
Thư viện trường mình mở cửa đến mấy giờ ạ?;__label__Academic
Em có thể mượn sách ở thư viện trong bao lâu?;__label__Academic
Nếu làm mất sách thư viện thì em phải đền như thế nào?;__label__Academic
Ký túc xá của trường còn phòng trống không ạ?;__label__Academic
Thủ tục đăng ký ở ký túc xá như thế nào?;__label__Academic
Tiền điện nước ở ký túc xá được tính ra sao?;__label__Academic
Em muốn xin giấy xác nhận sinh viên thì phải đến phòng nào?;__label__Academic
Trường mình có những câu lạc bộ nào ạ?;__label__Academic
Làm thế nào để đăng ký tham gia câu lạc bộ?;__label__Academic
Trường mình có hỗ trợ sinh viên tìm việc làm thêm không?;__label__Academic
Học bổng của trường được xét dựa trên những tiêu chí nào?;__label__Academic
Em muốn xin miễn giảm học phí thì cần điều kiện gì?;__label__Academic
Chương trình đào tạo của ngành em có những môn học nào bắt buộc?;__label__Academic
Em có thể học vượt tín chỉ được không?;__label__Academic
Nếu bị rớt môn thì em có được thi lại không?;__label__Academic
Điểm rèn luyện của em bị thấp thì có ảnh hưởng gì không?;__label__Academic
Khi nào thì trường mình tổ chức lễ tốt nghiệp?;__label__Academic
Điều kiện để được xét tốt nghiệp là gì ạ?;__label__Academic
Em muốn làm khóa luận tốt nghiệp thì phải đăng ký như thế nào?;__label__Academic
Giảng viên hướng dẫn khóa luận của em là ai ạ?;__label__Academic
Thời gian nộp khóa luận tốt nghiệp là khi nào?;__label__Academic
Em có thể thực tập ở đâu?;__label__Academic
Trường mình có liên kết với những công ty nào để hỗ trợ sinh viên thực tập?;__label__Academic
Báo cáo thực tập cần có những nội dung gì?;__label__Academic
Khi nào thì em phải nộp báo cáo thực tập?;__label__Academic
Điểm thực tập được tính như thế nào?;__label__Academic
Trường mình có tổ chức các buổi hội thảo chuyên đề không?;__label__Academic
Làm thế nào để đăng ký tham gia các hoạt động ngoại khóa?;__label__Academic
Em muốn xin chuyển ngành thì phải làm sao?;__label__Academic
Điều kiện để được chuyển ngành là gì?;__label__Academic
Học phí của ngành mới có khác ngành cũ không?;__label__Academic
Em có được bảo lưu kết quả của những môn đã học không?;__label__Academic
Trường mình có chương trình trao đổi sinh viên quốc tế không?;__label__Academic
Điều kiện để tham gia chương trình trao đổi là gì?;__label__Academic
Chi phí cho chương trình trao đổi là bao nhiêu?;__label__Academic
Em có được miễn học phí ở trường đối tác không?;__label__Academic
Trường mình có hỗ trợ ký túc xá cho sinh viên trao đổi không?;__label__Academic
Em muốn học thêm một văn bằng nữa thì phải đăng ký như thế nào?;__label__Academic
Học hai văn bằng cùng một lúc có khó không?;__label__Academic
Học phí cho văn bằng thứ hai được tính ra sao?;__label__Academic
Thời gian học văn bằng thứ hai là bao lâu?;__label__Academic
Em có được miễn một số môn học của văn bằng thứ hai không?;__label__Academic
Trường mình có tổ chức các lớp học kỹ năng mềm không?;__label__Academic
Học phí của các lớp học kỹ năng mềm là bao nhiêu?;__label__Academic
Làm thế nào để đăng ký học các lớp kỹ năng mềm?;__label__Academic
Em có được cấp chứng chỉ sau khi hoàn thành khóa học không?;__label__Academic
Trường mình có các hoạt động thể thao nào?;__label__Academic
Làm thế nào để đăng ký tham gia các đội tuyển thể thao của trường?;__label__Academic
Sân vận động của trường ở đâu ạ?;__label__Academic
Nhà thi đấu của trường có mở cửa cho sinh viên tự do vào tập luyện không?;__label__Academic
Em muốn sử dụng phòng gym của trường thì phải đăng ký như thế nào?;__label__Academic
Trường mình có tổ chức các cuộc thi văn nghệ không?;__label__Academic
Làm thế nào để đăng ký tham gia các cuộc thi văn nghệ?;__label__Academic
Phòng y tế của trường ở đâu ạ?;__label__Academic
Nếu em bị ốm thì có được miễn thi không?;__label__Academic
Thủ tục xin hoãn thi như thế nào ạ?;__label__Academic
Em cần nộp những giấy tờ gì để được hoãn thi?;__label__Academic
Lịch thi lại được tổ chức khi nào?;__label__Academic
Lệ phí thi lại là bao nhiêu?;__label__Academic
Em có được phúc khảo bài thi không?;__label__Academic
Thủ tục xin phúc khảo như thế nào?;__label__Academic
Thời gian nhận kết quả phúc khảo là bao lâu?;__label__Academic
Nếu điểm phúc khảo cao hơn điểm cũ thì em có được cập nhật lại không?;__label__Academic
Trường mình có cấp lại bằng tốt nghiệp nếu bị mất không?;__label__Academic
Thủ tục xin cấp lại bằng tốt nghiệp như thế nào?;__label__Academic
Lệ phí cấp lại bằng tốt nghiệp là bao nhiêu?;__label__Academic
Thời gian chờ cấp lại bằng tốt nghiệp là bao lâu?;__label__Academic
Em muốn sao y bằng tốt nghiệp thì phải làm ở đâu?;__label__Academic
Lệ phí sao y bằng tốt nghiệp là bao nhiêu?;__label__Academic
Em có thể lấy bảng điểm tiếng Anh được không?;__label__Academic
Thủ tục xin bảng điểm tiếng Anh như thế nào?;__label__Academic
Lệ phí xin bảng điểm tiếng Anh là bao nhiêu?;__label__Academic
Trường mình có hỗ trợ sinh viên vay vốn ngân hàng để đóng học phí không?;__label__Academic
Thủ tục vay vốn như thế nào ạ?;__label__Academic
Lãi suất vay vốn là bao nhiêu?;__label__Academic
Thời gian trả nợ là bao lâu?;__label__Academic
Trường mình có các chương trình thạc sĩ, tiến sĩ nào?;__label__Academic
Điều kiện để dự tuyển các chương trình sau đại học là gì?;__label__Academic
Học phí của các chương trình sau đại học là bao nhiêu?;__label__Academic
Thời gian đào tạo của các chương trình sau đại học là bao lâu?;__label__Academic
Em có thể tìm thông tin tuyển sinh sau đại học ở đâu?;__label__Academic
Trường mình có tổ chức các buổi tư vấn tuyển sinh sau đại học không?;__label__Academic
Em muốn liên hệ với khoa để hỏi thêm thông tin thì phải làm sao?;__label__Academic
Địa chỉ email của khoa là gì ạ?;__label__Academic
Số điện thoại của văn phòng khoa là gì ạ?;__label__Academic
Em có thể gặp trưởng khoa vào thời gian nào?;__label__Academic
Giờ làm việc của phòng đào tạo như thế nào?;__label__Academic
Thứ bảy, chủ nhật phòng đào tạo có làm việc không?;__label__Academic
Em có thể gửi email cho phòng đào tạo để hỏi thông tin không?;__label__Academic
Địa chỉ email của phòng đào tạo là gì ạ?;__label__Academic
Em có thể khiếu nại về kết quả học tập ở đâu?;__label__Academic
Thủ tục khiếu nại như thế nào?;__label__Academic
Thời gian giải quyết khiếu nại là bao lâu?;__label__Academic
Em có được biết lý do tại sao điểm của em bị thấp không?;__label__Academic
Giảng viên có bắt buộc phải công bố đáp án sau khi thi không?;__label__Academic
Trường mình có quy định về đạo văn không?;__label__Academic
Nếu bị phát hiện đạo văn thì em sẽ bị xử lý như thế nào?;__label__Academic
Làm thế nào để trích dẫn tài liệu tham khảo đúng cách?;__label__Academic
Thư viện trường mình có các tài liệu hướng dẫn về cách trích dẫn không?;__label__Academic
Trường mình có phần mềm kiểm tra đạo văn không?;__label__Academic
Em có được sử dụng tài liệu trong phòng thi không?;__label__Academic
Những loại tài liệu nào được phép mang vào phòng thi?;__label__Academic
Nếu em vi phạm quy chế thi thì sẽ bị xử lý như thế nào?;__label__Academic
Bị đình chỉ thi có ảnh hưởng đến kết quả tốt nghiệp không?;__label__Academic
Trường mình có quy định về trang phục của sinh viên không?;__label__Academic
Em có được nhuộm tóc màu sáng không?;__label__Academic
Em có được mặc quần short đến trường không?;__label__Academic
Thẻ sinh viên của em bị mất thì phải làm lại như thế nào?;__label__Academic
Lệ phí làm lại thẻ sinh viên là bao nhiêu?;__label__Academic
Thời gian chờ làm lại thẻ sinh viên là bao lâu?;__label__Academic
Trong thời gian chờ làm lại thẻ, em có được vào trường không?;__label__Academic
Em có thể dùng giấy tờ tùy thân khác để thay thế thẻ sinh viên không?;__label__Academic
Trường mình có bãi giữ xe cho sinh viên không?;__label__Academic
Phí giữ xe là bao nhiêu?;__label__Academic
Bãi giữ xe có làm việc vào cuối tuần không?;__label__Academic
Em có thể để xe qua đêm ở trường không?;__label__Academic
Nếu xe của em bị mất ở bãi giữ xe của trường thì ai sẽ chịu trách nhiệm?;__label__Academic
Trường mình có căng tin không?;__label__Academic
Giá cả ở căng tin có đắt không?;__label__Academic
Căng tin có bán đồ ăn chay không?;__label__Academic
Giờ mở cửa của căng tin như thế nào?;__label__Academic
Em có thể mua đồ dùng học tập ở đâu trong trường?;__label__Academic
Nhà sách của trường có bán giáo trình không?;__label__Academic
Giá sách ở nhà sách của trường có rẻ hơn ở ngoài không?;__label__Academic
Em có thể photo tài liệu ở đâu trong trường?;__label__Academic
Giá photo là bao nhiêu một trang?;__label__Academic
Trường mình có wifi miễn phí cho sinh viên không?;__label__Academic
Tên và mật khẩu của mạng wifi là gì ạ?;__label__Academic
Tốc độ mạng wifi có nhanh không?;__label__Academic
Em có thể sử dụng máy tính của trường ở đâu?;__label__Academic
Phòng máy tính có mở cửa vào cuối tuần không?;__label__Academic
Em có được cài đặt phần mềm vào máy tính của trường không?;__label__Academic
Em muốn in tài liệu từ máy tính của trường thì phải làm sao?;__label__Academic
Lệ phí in là bao nhiêu một trang?;__label__Academic
Trường mình có tổ chức các hoạt động tình nguyện không?;__label__Academic
Làm thế nào để đăng ký tham gia các hoạt động tình nguyện?;__label__Academic
Tham gia hoạt động tình nguyện có được cộng điểm rèn luyện không?;__label__Academic
Trường mình có đội ngũ tư vấn tâm lý cho sinh viên không?;__label__Academic
Làm thế nào để đặt lịch hẹn với chuyên gia tư vấn tâm lý?;__label__Academic
Dịch vụ tư vấn tâm lý có miễn phí không?;__label__Academic
Thông tin của em có được bảo mật không?;__label__Academic
Em đang gặp khó khăn trong việc học, em có thể tìm ai để được giúp đỡ?;__label__Academic
Giảng viên cố vấn học tập của lớp em là ai ạ?;__label__Academic
Em có thể liên hệ với giảng viên cố vấn học tập qua email không?;__label__Academic
Giờ tiếp sinh viên của giảng viên cố vấn học tập là khi nào?;__label__Academic
Em muốn xin giấy giới thiệu của trường để đi thực tập thì phải làm sao?;__label__Academic
Phòng nào cấp giấy giới thiệu ạ?;__label__Academic
Thủ tục xin giấy giới thiệu có phức tạp không?;__label__Academic
Thời gian chờ lấy giấy giới thiệu là bao lâu?;__label__Academic
Em có phải đóng lệ phí không?;__label__Academic
Trường mình có quy định về việc sử dụng email sinh viên không?;__label__Academic
Em có được dùng email sinh viên cho mục đích cá nhân không?;__label__Academic
Nếu em quên mật khẩu email sinh viên thì phải làm sao?;__label__Academic
Ai có thể giúp em đặt lại mật khẩu email?;__label__Academic
Em muốn đăng ký học ngành kép, thủ tục như thế nào?;__label__Academic
Học phí cho chương trình đào tạo thứ hai được tính thế nào?;__label__Academic
Lịch học có bị trùng không?;__label__Academic
Em cần đáp ứng điều kiện gì để được học song bằng?;__label__Academic
Việc xét công nhận tốt nghiệp diễn ra khi nào?;__label__Academic
Quy trình xét tốt nghiệp gồm những bước nào?;__label__Academic
Em cần chuẩn bị những hồ sơ gì để xét tốt nghiệp?;__label__Academic
Lệ phí xét tốt nghiệp là bao nhiêu?;__label__Academic
Khi nào em nhận được bằng tốt nghiệp chính thức?;__label__Academic
Em có thể ủy quyền cho người khác nhận bằng tốt nghiệp được không?;__label__Academic
Thủ tục ủy quyền nhận bằng tốt nghiệp gồm những gì?;__label__Academic
Trường có tổ chức ngày hội việc làm không?;__label__Academic
Lịch tổ chức ngày hội việc làm là khi nào?;__label__Academic
Có những công ty nào tham gia ngày hội việc làm?;__label__Academic
Em cần chuẩn bị gì khi tham gia ngày hội việc làm?;__label__Academic
Em muốn tìm hiểu về chương trình đào tạo chất lượng cao của trường.;__label__Academic
Học phí chương trình chất lượng cao có khác chương trình đại trà không?;__label__Academic
Chuẩn đầu ra của chương trình chất lượng cao là gì?;__label__Academic
Sinh viên chương trình chất lượng cao có những ưu tiên gì?;__label__Academic
Em có thể chuyển từ chương trình đại trà sang chương trình chất lượng cao không?;__label__Academic
Điều kiện để chuyển sang chương trình chất lượng cao là gì?;__label__Academic
Em muốn xin hoãn nghĩa vụ quân sự, trường có hỗ trợ không?;__label__Academic
Em cần những giấy tờ gì để xin hoãn nghĩa vụ quân sự?;__label__Academic
Phòng nào chịu trách nhiệm xác nhận giấy tờ cho em?;__label__Academic
Trường có chính sách hỗ trợ sinh viên khuyết tật không?;__label__Academic
Sinh viên khuyết tật có được miễn giảm học phí không?;__label__Academic
Trường có tạo điều kiện về cơ sở vật chất cho sinh viên khuyết tật không?;__label__Academic
Em muốn góp ý về chất lượng giảng dạy của giảng viên, em phải làm thế nào?;__label__Academic
Trường có kênh nào để sinh viên phản ánh ý kiến không?;__label__Academic
Ý kiến của sinh viên có được ghi nhận và giải quyết không?;__label__Academic
Em muốn đăng ký tham gia nghiên cứu khoa học, em phải bắt đầu từ đâu?;__label__Academic
Làm thế nào để tìm được giảng viên hướng dẫn nghiên cứu khoa học?;__label__Academic
Đề tài nghiên cứu khoa học có được hỗ trợ kinh phí không?;__label__Academic
Bài báo khoa học của sinh viên có được công bố trên tạp chí của trường không?;__label__Academic
Tham gia nghiên cứu khoa học có được cộng điểm thưởng không?;__label__Academic
Trường có tổ chức các cuộc thi học thuật không?;__label__Academic
Làm thế nào để biết thông tin về các cuộc thi học thuật?;__label__Academic
Giải thưởng cho người thắng cuộc là gì?;__label__Academic
Em muốn thành lập một câu lạc bộ mới, thủ tục như thế nào?;__label__Academic
Điều kiện để thành lập câu lạc bộ là gì?;__label__Academic
Trường có hỗ trợ kinh phí hoạt động cho các câu lạc bộ không?;__label__Academic
Mỗi sinh viên được tham gia tối đa bao nhiêu câu lạc bộ?;__label__Academic
Em muốn tổ chức một sự kiện trong khuôn viên trường, em cần xin phép ai?;__label__Academic
Thủ tục xin phép tổ chức sự kiện như thế nào?;__label__Academic
Trường có cho thuê địa điểm để tổ chức sự kiện không?;__label__Academic
Chi phí thuê địa điểm là bao nhiêu?;__label__Academic
An ninh trong trường có được đảm bảo không?;__label__Academic
Nếu em bị mất đồ trong trường, em phải báo cho ai?;__label__Academic
Trường có camera an ninh không?;__label__Academic
Em có thể xem lại camera an ninh không?;__label__Academic
Trường có đội ngũ bảo vệ tuần tra thường xuyên không?;__label__Academic
Em muốn đăng ký học các môn tự chọn, em có thể xem danh sách các môn ở đâu?;__label__Academic
Có giới hạn số lượng sinh viên đăng ký mỗi môn tự chọn không?;__label__Academic
Nếu môn tự chọn em muốn học đã đủ sĩ số, em phải làm sao?;__label__Academic
Em có thể hủy học phần đã đăng ký không?;__label__Academic
Hạn chót để hủy học phần là khi nào?;__label__Academic
Hủy học phần có bị tính học phí không?;__label__Academic
Kết quả học tập của em sẽ được thông báo qua kênh nào?;__label__Academic
Khi nào thì có điểm thi cuối kỳ?;__label__Academic
Em có thể xem lại bài thi của mình không?;__label__Academic
Thủ tục xem lại bài thi như thế nào?;__label__Academic
Em có được chụp ảnh lại bài thi của mình không?;__label__Academic
Trường có áp dụng hình thức thi trực tuyến không?;__label__Academic
Quy định về thi trực tuyến như thế nào?;__label__Academic
Em cần chuẩn bị những gì cho kỳ thi trực tuyến?;__label__Academic
Nếu gặp sự cố kỹ thuật trong khi thi trực tuyến, em phải làm sao?;__label__Academic
Bài thi trực tuyến có được phúc khảo không?;__label__Academic
Em muốn xin cấp giấy chứng nhận tốt nghiệp tạm thời, thủ tục như thế nào?;__label__Academic
Khi nào thì có giấy chứng nhận tốt nghiệp tạm thời?;__label__Academic
Giấy chứng nhận tốt nghiệp tạm thời có giá trị trong bao lâu?;__label__Academic
Lệ phí cấp giấy chứng nhận tốt nghiệp tạm thời là bao nhiêu?;__label__Academic
Em có thể dùng giấy chứng nhận tốt nghiệp tạm thời để xin việc không?;__label__Academic
Trường có liên kết với các trường đại học nước ngoài nào?;__label__Academic
Chương trình liên kết quốc tế có cấp bằng của cả hai trường không?;__label__Academic
Học phí của chương trình liên kết quốc tế là bao nhiêu?;__label__Academic
Điều kiện tiếng Anh đầu vào của chương trình liên kết quốc tế là gì?;__label__Academic
Sinh viên có được học một phần thời gian ở nước ngoài không?;__label__Academic
Em muốn tìm hiểu về các hoạt động của Đoàn Thanh niên - Hội Sinh viên trường.;__label__Academic
Làm thế nào để trở thành đoàn viên ưu tú?;__label__Academic
Tham gia các hoạt động của Đoàn - Hội có được cộng điểm rèn luyện không?;__label__Academic
Văn phòng Đoàn trường ở đâu ạ?;__label__Academic
Em có thể gặp các anh chị trong Ban Chấp hành Đoàn trường vào thời gian nào?;__label__Academic
Em muốn đăng ký hiến máu nhân đạo, trường có tổ chức không?;__label__Academic
Lịch hiến máu là khi nào ạ?;__label__Academic
Địa điểm hiến máu ở đâu?;__label__Academic
Hiến máu có được cộng điểm rèn luyện không?;__label__Academic
Em có được cấp giấy chứng nhận sau khi hiến máu không?;__label__Academic
Ai có thể giúp em đặt lại mật khẩu email?;__label__Academic
Em có thể mua đồ dùng học tập ở đâu trong trường?;__label__Academic
Thủ tục đăng ký ở ký túc xá như thế nào?;__label__Academic
Chi phí thuê địa điểm là bao nhiêu?;__label__Academic
Có giới hạn số lượng sinh viên đăng ký mỗi môn tự chọn không?;__label__Academic
Em có được mặc quần short đến trường không?;__label__Academic
Thời gian giải quyết khiếu nại là bao lâu?;__label__Academic
Em có thể dùng giấy tờ tùy thân khác để thay thế thẻ sinh viên không?;__label__Academic
Dịch vụ tư vấn tâm lý có miễn phí không?;__label__Academic
Em muốn làm khóa luận tốt nghiệp thì phải đăng ký như thế nào?;__label__Academic
Học phí cho chương trình đào tạo thứ hai được tính thế nào?;__label__Academic
Lệ phí xét tốt nghiệp là bao nhiêu?;__label__Academic
Học phí chương trình chất lượng cao có khác chương trình đại trà không?;__label__Academic
Bài báo khoa học của sinh viên có được công bố trên tạp chí của trường không?;__label__Academic
Thủ tục xin bảo lưu kết quả học tập như thế nào ạ?;__label__Academic
Em có thể học vượt tín chỉ được không?;__label__Academic
Nếu bị phát hiện đạo văn thì em sẽ bị xử lý như thế nào?;__label__Academic
Thủ tục ủy quyền nhận bằng tốt nghiệp gồm những gì?;__label__Academic
Địa chỉ email của khoa là gì ạ?;__label__Academic
Tham gia nghiên cứu khoa học có được cộng điểm thưởng không?;__label__Academic
Em muốn đăng ký học ngành kép, thủ tục như thế nào?;__label__Academic
Nếu em bị ốm thì có được miễn thi không?;__label__Academic
Thủ tục xin bảng điểm tiếng Anh như thế nào?;__label__Academic
Nếu môn tự chọn em muốn học đã đủ sĩ số, em phải làm sao?;__label__Academic
Trường mình có chương trình trao đổi sinh viên quốc tế không?;__label__Academic
Thủ tục xin bảo lưu kết quả học tập như thế nào ạ?;__label__Academic
Thời gian học văn bằng thứ hai là bao lâu?;__label__Academic
Chi phí thuê địa điểm là bao nhiêu?;__label__Academic
Em muốn xin giấy giới thiệu của trường để đi thực tập thì phải làm sao?;__label__Academic
Em có thể gặp trưởng khoa vào thời gian nào?;__label__Academic
Em có thể sử dụng máy tính của trường ở đâu?;__label__Academic
Địa chỉ email của khoa là gì ạ?;__label__Academic
Làm thế nào để trích dẫn tài liệu tham khảo đúng cách?;__label__Academic
Khi nào thì trường mình bắt đầu cho đăng ký tín chỉ?;__label__Academic
Thủ tục xem lại bài thi như thế nào?;__label__Academic
Em có thể liên hệ với giảng viên cố vấn học tập qua email không?;__label__Academic
Em muốn đăng ký hiến máu nhân đạo, trường có tổ chức không?;__label__Academic
Giờ làm việc của phòng đào tạo như thế nào?;__label__Academic
Sinh viên chương trình chất lượng cao có những ưu tiên gì?;__label__Academic
Ý kiến của sinh viên có được ghi nhận và giải quyết không?;__label__Academic
Em có thể gặp trưởng khoa vào thời gian nào?;__label__Academic
Em có thể dùng giấy tờ tùy thân khác để thay thế thẻ sinh viên không?;__label__Academic
Em có thể sử dụng máy tính của trường ở đâu?;__label__Academic
Trường có liên kết với các trường đại học nước ngoài nào?;__label__Academic
Trong thời gian chờ làm lại thẻ, em có được vào trường không?;__label__Academic
Nếu bị rớt môn thì em có được thi lại không?;__label__Academic
Đề tài nghiên cứu khoa học có được hỗ trợ kinh phí không?;__label__Academic
Học phí chương trình chất lượng cao có khác chương trình đại trà không?;__label__Academic
Tiền điện nước ở ký túc xá được tính ra sao?;__label__Academic
Nhà sách của trường có bán giáo trình không?;__label__Academic
Chương trình đào tạo của ngành em có những môn học nào bắt buộc?;__label__Academic
Tham gia nghiên cứu khoa học có được cộng điểm thưởng không?;__label__Academic
Trường mình có các hoạt động thể thao nào?;__label__Academic
Mình muốn hỏi về thời gian tối đa hoàn thành chương trình của khoa Luật.;__label__Academic
Nếu chưa đóng học phí thì có được cấp bảng điểm không?;__label__Academic
Mình muốn hỏi về điều kiện xét học bổng của khoa Sinh học.;__label__Academic
Có quy định cộng điểm ưu tiên cho sinh viên chính sách không?;__label__Academic
Em cần điều kiện cụ thể để đi thực tập trong ngành Cơ khí.;__label__Academic
Mình muốn hỏi về thang điểm 4 và thang điểm 10 của khoa Cơ khí.;__label__Academic
Mình muốn hỏi về chuyển trường của khoa Luật.;__label__Academic
Mình muốn hỏi về thực tập tốt nghiệp của khoa Quản trị kinh doanh.;__label__Academic
Em cần điều kiện cụ thể để đi thực tập trong ngành Ngôn ngữ Anh.;__label__Academic
